# Type                      | Price  | Qty  | Rar  | Sells  | Buys   | World             | Category            | Material            | Market
---------------------------------------------------------------------------------------------------------------------------------------------
AbbatoirDeed              |    440 |    0 |    0 | false  | false  | World.None        | Category.None       | Material.None       | Market.Butcher
Artifact_HuntersArms      |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_HuntersGloves    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_HuntersGorget    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_HuntersHeaddress |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_HuntersLeggings  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_HuntersTunic     |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_HydrosLexicon    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_Indecency        |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_InquisitorsArms  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_InquisitorsGorget |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_InquisitorsHelm  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_InquisitorsLeggings |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_InquisitorsResolution |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_InquisitorsTunic |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_IolosLute        |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_IronwoodCrown    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JackalsArms      |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JackalsCollar    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JackalsGloves    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JackalsHelm      |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JackalsLeggings  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JackalsTunic     |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JadeScimitar     |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JesterHatofChuckles |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_JinBaoriOfGoodFortune |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_KamiNarisIndestructableDoubleAxe |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_KodiakBearMask   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LegacyOfTheDreadLord |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LeggingsOfAegis  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LeggingsOfBane   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LeggingsOfDeceit |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LeggingsOfEmbers |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LeggingsOfEnlightenment |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LeggingsOfFire   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LegsOfFortune    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LegsOfInsight    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LegsOfNobility   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LegsOfTheFallenKing |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LegsOfTheHarrower |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LieutenantOfTheBritannianRoyalGuard |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LithosTome       |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LongShot         |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LuckyEarrings    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LuckyNecklace    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LuminousRuneBlade |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_LunaLance        |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MadmansHatchet   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MagesBand        |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MagiciansIllusion |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MagiciansMempo   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MantleofHydros   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MantleofLithos   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MantleofPyros    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MantleofStratos  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MarbleShield     |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MauloftheBeast   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MaulOfTheTitans  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MelisandesCorrodedHatchet |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MidnightBracers  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MidnightGloves   |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MidnightHelm     |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MidnightLegs     |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MidnightTunic    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_MinersPickaxe    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_NightsKiss       |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_NordicVikingSword |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_NoxBow           |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_NoxNightlight    |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_NoxRangersHeavyCrossbow |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_OblivionsNeedle  |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
Artifact_OrcChieftainHelm |   5000 |    0 |    0 | false  | false  | World.None        | Category.Artifact   | Material.None       | Market.None
